sID,schoolname,level,eType,address,city,region,lati,longi
B000005287,수곡초등학교,초등학교,공립,충청북도 청주시 서원구 수곡로 73,충청북도교육청,충청북도청주교육지원청,36.6182434,127.4712585
B000002841,대구칠곡초등학교,초등학교,공립,대구광역시 북구 관음중앙로32길 15,대구광역시교육청,대구광역시서부교육지원청,35.94500184,128.5517244
B000008928,광주화정중학교,중학교,공립,광주광역시 서구 화운로 53,광주광역시교육청,광주광역시서부교육지원청,35.14459268,126.8819585
B000012097,혜광고등학교,고등학교,사립,부산광역시 중구 망양로259번길 5,부산광역시교육청,부산광역시서부교육지원청,35.10930086,129.0255815
B000005089,봉래초등학교,초등학교,공립,강원특별자치도 영월군 영월읍 중앙로 168-17,강원특별자치도교육청,강원특별자치도영월교육지원청,37.17669465,128.4759731
B000009832,영월중학교,중학교,공립,강원특별자치도 영월군 영월읍 오무개길 51,강원특별자치도교육청,강원특별자치도영월교육지원청,37.19116763,128.4720494
B000002129,서울가원초등학교,초등학교,공립,서울특별시 송파구 중대로4길 8,서울특별시교육청,서울특별시강동송파교육지원청,37.4891201,127.1114055
B000022744,모전중학교,중학교,공립,부산광역시 기장군 정관읍 정관1로 9,부산광역시교육청,부산광역시해운대교육지원청,35.33791302,129.1621538
B000008313,목동중학교,중학교,공립,서울특별시 양천구 목동동로 172,서울특별시교육청,서울특별시강서양천교육지원청,37.52051562,126.8714631
B000003071,인천성리초등학교,초등학교,공립,인천광역시 남동구 성리로 32-2,인천광역시교육청,인천광역시동부교육지원청,37.44566922,126.7099273
B000008238,중앙중학교,중학교,사립,서울특별시 종로구 창덕궁길 164,서울특별시교육청,서울특별시중부교육지원청,37.58617083,126.9868579
B000010912,금천중학교,중학교,공립,경상북도 청도군 금천면 선암로 574-11,경상북도교육청,경상북도청도교육지원청,35.68790759,128.8947636
B000008523,성동중학교,중학교,공립,부산광역시 남구 남동천로 38,부산광역시교육청,부산광역시남부교육지원청,35.14088553,129.0657423
B000006985,안강초등학교,초등학교,공립,경상북도 경주시 안강읍 비화원로 34,경상북도교육청,경상북도경주교육지원청,35.99058751,129.2291697
B000002704,반안초등학교,초등학교,공립,부산광역시 해운대구 명장로67번길 40-42,부산광역시교육청,부산광역시해운대교육지원청,35.20293351,129.1133433
B000024106,대구봉무초등학교,초등학교,공립,대구광역시 동구 팔공로53길 30,대구광역시교육청,대구광역시동부교육지원청,35.92572658,128.6374377
B000013540,성신고등학교,고등학교,사립,울산광역시 중구 성신고교길 26,울산광역시교육청,울산광역시강북교육지원청,35.5629875,129.3281246
B000011399,대구공업고등학교,고등학교,공립,대구광역시 동구 대현로 135,대구광역시교육청,대구광역시동부교육지원청,35.88311916,128.6142042
B000002750,대구동촌초등학교,초등학교,공립,대구광역시 동구 동촌로 168,대구광역시교육청,대구광역시동부교육지원청,35.88216775,128.6586917
B000002764,대구효동초등학교,초등학교,공립,대구광역시 동구 효동로 78-7,대구광역시교육청,대구광역시동부교육지원청,35.88392526,128.6447693
B000022623,제석초등학교,초등학교,공립,경상남도 통영시 광도면 신죽1길 27,경상남도교육청,경상남도통영교육지원청,34.87573861,128.4168114
B000011312,고명외식고등학교,고등학교,사립,서울특별시 성북구 북악산로 870,서울특별시교육청,서울특별시성북강북교육지원청,37.59746161,127.0199462
B000012217,경원고등학교,고등학교,사립,대구광역시 달서구 새방로 77,대구광역시교육청,대구광역시남부교육지원청,35.86609057,128.5245091
B000008723,대진중학교,중학교,공립,대구광역시 달서구 화암로73길 7,대구광역시교육청,대구광역시남부교육지원청,35.80560047,128.5196969
B000007621,산양초등학교풍화분교장,초등학교,공립,경상남도 통영시 산양읍 풍화일주로 388,경상남도교육청,경상남도통영교육지원청,34.82691296,128.3585487
B000013402,옥종고등학교,고등학교,공립,경상남도 하동군 옥종면 옥수로 4-9,경상남도교육청,경상남도하동교육지원청,35.17778469,127.8843062
B000012120,동인고등학교,고등학교,사립,부산광역시 동래구 쇠미로31번길 34,부산광역시교육청,부산광역시동래교육지원청,35.1977784,129.050703
B000009774,왕산중학교,중학교,공립,강원특별자치도 강릉시 왕산면 백두대간로 2005,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.67272366,128.8369031
B000002256,서울원촌초등학교,초등학교,공립,서울특별시 서초구 사평대로45길 26,서울특별시교육청,서울특별시강남서초교육지원청,37.50603606,127.0127721
B000002849,대구태암초등학교,초등학교,공립,대구광역시 북구 칠곡중앙대로52길 56,대구광역시교육청,대구광역시서부교육지원청,35.92326897,128.550346
B000010159,청양중학교,중학교,공립,충청남도 청양군 청양읍 칠갑산로 179,충청남도교육청,충청남도청양교육지원청,36.45220819,126.7956989
B000003409,신탄진용정초등학교,초등학교,공립,대전광역시 대덕구 대청로 65,대전광역시교육청,대전광역시동부교육지원청,36.45378471,127.4351876
B000002749,대구서촌초등학교,초등학교,공립,대구광역시 동구 파계로 525-11,대구광역시교육청,대구광역시동부교육지원청,35.98020364,128.6308845
B000008691,복현중학교,중학교,공립,대구광역시 북구 동북로65길 28,대구광역시교육청,대구광역시서부교육지원청,35.89425969,128.6266516
B000022832,인천한빛초등학교,초등학교,공립,인천광역시 남동구 서창남순환로 190-28,인천광역시교육청,인천광역시동부교육지원청,37.42406338,126.7442244
B000004101,시흥은행초등학교,초등학교,공립,경기도 시흥시 대은로104번길 29-10,경기도교육청,경기도시흥교육지원청,37.4423639,126.8008635
B000006816,청해초등학교,초등학교,공립,전라남도 완도군 완도읍 청해진로 1374,전라남도교육청,전라남도완도교육지원청,34.3588372,126.7282984
B000005736,조치원교동초등학교,초등학교,공립,세종특별자치시  조치원읍 새내18길 21,세종특별자치시교육청,세종특별자치시교육청,36.6053979,127.2985403
B000009920,대성중학교,중학교,사립,충청북도 청주시 흥덕구 사운로 342,충청북도교육청,충청북도청주교육지원청,36.65770602,127.4689201
B000022777,가재울고등학교,고등학교,공립,서울특별시 서대문구 수색로 100-35,서울특별시교육청,서울특별시서부교육지원청,37.57416416,126.9095302
B000007002,모아초등학교,초등학교,공립,경상북도 경주시 천북면 산업로 4974-5,경상북도교육청,경상북도경주교육지원청,35.92012316,129.2462203
B000005187,양구초등학교,초등학교,공립,강원특별자치도 양구군 양구읍 양구새싹로 48,강원특별자치도교육청,강원특별자치도양구교육지원청,38.10233928,127.9912479
B000024401,서진초등학교,초등학교,공립,경상남도 진주시 새평거로 85,경상남도교육청,경상남도진주교육지원청,35.16876595,128.0569216
B000012187,함지고등학교,고등학교,공립,대구광역시 북구 학정로48길 46,대구광역시교육청,대구광역시서부교육지원청,35.92821164,128.5606143
B000006285,무주초등학교,초등학교,공립,전북특별자치도 무주군 무주읍 향한로 43,전북특별자치도교육청,전북특별자치도무주교육지원청,36.01089049,127.6608861
B000005218,거성초등학교,초등학교,공립,강원특별자치도 고성군 거진읍 거성길 38,강원특별자치도교육청,강원특별자치도고성교육지원청,38.45160205,128.4576185
B000009392,송운중학교,중학교,공립,경기도 시흥시 옥구천동로 433-11,경기도교육청,경기도시흥교육지원청,37.35928963,126.7310923
B000002531,운산초등학교,초등학교,공립,부산광역시 남구 용호로269번길 89,부산광역시교육청,부산광역시남부교육지원청,35.10987611,129.1150548
B000012100,경남고등학교,고등학교,공립,부산광역시 서구 망양로111번길 65,부산광역시교육청,부산광역시서부교육지원청,35.12139822,129.0203756
B000002543,용호초등학교,초등학교,공립,부산광역시 남구 용호로42번길 94,부산광역시교육청,부산광역시남부교육지원청,35.12272447,129.1090233
B000002753,대구불로초등학교,초등학교,공립,대구광역시 동구 방천로3길 19,대구광역시교육청,대구광역시동부교육지원청,35.89716997,128.6325304
B000011009,용원중학교,중학교,공립,경상남도 창원시 진해구 용원로77번길 16,경상남도교육청,경상남도창원교육지원청,35.10003481,128.818623
B000011848,울산예술고등학교,고등학교,사립,울산광역시 울주군 웅촌면 웅촌로 621-6,울산광역시교육청,울산광역시강남교육지원청,35.48250472,129.2154733
B000025316,신용중학교,중학교,공립,광주광역시 북구 첨단연신로133번길 32,광주광역시교육청,광주광역시동부교육지원청,35.21055433,126.8608798
B000009731,강원체육중학교,중학교,공립,강원특별자치도 춘천시 자라우새길 126,강원특별자치도교육청,강원특별자치도춘천교육지원청,37.86067037,127.6936615
B000009833,봉래중학교,중학교,공립,강원특별자치도 영월군 영월읍 중리1길 172-17,강원특별자치도교육청,강원특별자치도영월교육지원청,37.18181687,128.485479
B000012405,울산제일고등학교,고등학교,사립,울산광역시 남구 남부순환도로 107,울산광역시교육청,울산광역시강남교육지원청,35.54228586,129.2681645
